course_title,level,num_subscribers,platform,price,num_reviews,subject,course_rating,course_organization,category,engagement_score,rating,num_subscribers_scaled,price_scaled,num_reviews_scaled
Straddles and Strangles - Volatility moves in any direction,Expert Level,775,Udemy,60.0,54.0,Business Finance,,,Business Finance,0.23332892291460688,1.0119526245740391,0.00031,0.3,0.0019675715066496628
Debt Collection Management: Get Paid On Time EVERY TIME!,All Levels,1255,Udemy,20.0,8.0,Business Finance,,,Business Finance,0.2041600584482133,1.0104584056754013,0.000502,0.1,0.0002914920750592093
Learn about it,All Levels,1193,Udemy,20.0,24.0,Business Finance,,,Business Finance,0.22991713685406823,1.0117778507080342,0.0004772,0.1,0.000874476225177628
Trading: Basics of Trading for Beginners,Beginner Level,1309,Udemy,140.0,4.0,Business Finance,,,Business Finance,0.2034473351072033,1.0104218953516324,0.0005235999999999999,0.7000000000000001,0.00014574603752960465
Options Spreads Bundle-  the heart of Options Trading,Intermediate Level,623,Udemy,120.0,43.0,Business Finance,,,Business Finance,0.18667212460302818,1.0095625599944797,0.0002492,0.6,0.00156676990344325
Trade the News in Forex: EA Robot Included,All Levels,276,Udemy,200.0,11.0,Business Finance,,,Business Finance,0.06510073951407909,1.003334883173437,0.0001104,1.0,0.00040080160320641277
Investment Portfolio Analysis with R,All Levels,314,Udemy,50.0,38.0,Business Finance,,,Business Finance,0.12978006024336747,1.006648178536584,0.0001256,0.25,0.0013845873565312443
Basics of Economics For Beginners A to Z - A Complete Course,Beginner Level,1942,Udemy,170.0,5.0,Business Finance,,,Business Finance,0.29978687067968546,1.0153570327788797,0.0007768,0.85,0.0001821825469120058
Seeing the Big Picture: Understanding Financial Statements,All Levels,885,Udemy,50.0,69.0,Business Finance,,,Business Finance,0.28248334210292153,1.0144706335348395,0.000354,0.25,0.00251411914738568
Financial Modeling for Professionals in 1 Day!,Intermediate Level,226,Udemy,200.0,12.0,Business Finance,,,Business Finance,0.05984985701149882,1.0030658988295684,9.04e-05,1.0,0.000437238112588814
Create Your Own Automated Stock Trading Robot In EXCEL!,All Levels,461,Udemy,150.0,45.0,Business Finance,,,Business Finance,0.16694838899661749,1.0085521820098038,0.00018439999999999998,0.75,0.0016396429222080523
FOREX: From Zero To Hero,All Levels,152,Udemy,150.0,27.0,Business Finance,,,Business Finance,0.08163584731868385,1.0041819189091312,6.08e-05,0.75,0.0009837857533248314
Learn Call Options and Put Options - Introduction to Options,Beginner Level,1017,Udemy,60.0,74.0,Business Finance,,,Business Finance,0.31304816781062605,1.0160363626450228,0.00040679999999999997,0.3,0.002696301694297686
1. Principles of Simple Interest ,All Levels,1074,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.17286547282512707,1.0088552935173352,0.0004296,0.1,0.000218619056294407
Double Entry Bookkeeping,Beginner Level,440,Udemy,50.0,17.0,Business Finance,,,Business Finance,0.10261148254666333,1.0052564273324773,0.000176,0.25,0.0006194206595008198
MQL5 Tutorial Bootcamp,Beginner Level,978,Udemy,20.0,7.0,Business Finance,,,Business Finance,0.16077248310226444,1.0082358119531571,0.00039119999999999997,0.1,0.00025505556567680815
Succeed at Options Even If You Don't Know Where to Start,All Levels,36,Udemy,200.0,1.0,Business Finance,,,Business Finance,0.0075408831701215895,1.0003862930680143,1.44e-05,1.0,3.643650938240116e-05
"Buying, Selling, and Storing Precious Metal",All Levels,74,Udemy,20.0,1.0,Business Finance,,,Business Finance,0.01319305869992008,1.000675834250009,2.9599999999999998e-05,0.1,3.643650938240116e-05
Accounting Skills for Managers,Beginner Level,78,Udemy,20.0,3.0,Business Finance,,,Business Finance,0.018160405671050168,1.0009302940603628,3.12e-05,0.1,0.0001093095281472035
Analysis and Evaluation of Economic Feasibility of Projects,Intermediate Level,10,Udemy,100.0,1.0,Business Finance,,,Business Finance,0.003673605176048936,1.0001881859434916,4e-06,0.5,3.643650938240116e-05
Technical Analysis: Understanding Price Action,All Levels,39,Udemy,45.0,6.0,Business Finance,,,Business Finance,0.018918060368773398,1.0009691060603734,1.56e-05,0.225,0.000218619056294407
Bitcoin For Beginners,Beginner Level,37,Udemy,50.0,3.0,Business Finance,,,Business Finance,0.012062005757320214,1.000617894364,1.4799999999999999e-05,0.25,0.0001093095281472035
"IAS 16-Property,Plant and Equipment ",All Levels,2166,Udemy,0.0,38.0,Business Finance,,,Business Finance,0.4052492465903887,1.0207595014064323,0.0008663999999999999,0.0,0.0013845873565312443
Basel II,All Levels,78,Udemy,50.0,6.0,Business Finance,,,Business Finance,0.024718977359882377,1.0012662667471575,3.12e-05,0.25,0.000218619056294407
Forex Trading Plan,All Levels,21,Udemy,50.0,3.0,Business Finance,,,Business Finance,0.00968214237635243,1.0004959822873707,8.4e-06,0.25,0.0001093095281472035
Financial Modeling 101,Beginner Level,1086,Udemy,0.0,37.0,Business Finance,,,Business Finance,0.24242227781211906,1.0124184453383525,0.0004344,0.0,0.001348150847148843
Learn Financial Modeling from Scratch - Part1,All Levels,7,Udemy,50.0,4.0,Business Finance,,,Business Finance,0.009785952480949685,1.0005013001159182,2.8e-06,0.25,0.00014574603752960465
Introduction to Small Business Accounting Training Tutorial,Beginner Level,168,Udemy,25.0,9.0,Business Finance,,,Business Finance,0.044664280566658394,1.0022879948649923,6.72e-05,0.125,0.00032792858444161046
Learn Basic Concepts of Economics Step by Step - Complete,All Levels,2801,Udemy,150.0,6.0,Business Finance,,,Business Finance,0.42974197650833756,1.0220141782885166,0.0011204,0.75,0.000218619056294407
Introduction to Digital Payments ,Beginner Level,12217,Udemy,0.0,351.0,Business Finance,,,Business Finance,2.5845273204235837,1.132396294366285,0.0048868,0.0,0.012789214793222809
The Beginner's Guide to the Futures and Options Trading,All Levels,6185,Udemy,0.0,138.0,Business Finance,,,Business Finance,1.2216602358916415,1.062581380714593,0.002474,0.0,0.00502823829477136
Bitcoin Investing: The Complete Buy & Hold Strategy,All Levels,477,Udemy,25.0,70.0,Business Finance,,,Business Finance,0.223983016451187,1.0114738664763891,0.0001908,0.125,0.0025505556567680812
Financial Modeling in Excel for Startups,Beginner Level,1334,Udemy,50.0,86.0,Business Finance,,,Business Finance,0.3864334978013792,1.0197956364104208,0.0005336,0.25,0.0031335398068865
Learn to Trade Forex Naked Price Action Big Shadow Trade,Intermediate Level,5407,Udemy,0.0,192.0,Business Finance,,,Business Finance,1.223993669391063,1.0627009143507948,0.0021628,0.0,0.006995809801421024
Forex Trading For Beginners ,Beginner Level,9483,Udemy,0.0,183.0,Business Finance,,,Business Finance,1.8105881506261097,1.0927500978117402,0.0037932,0.0,0.006667881216979412
Build a Trading Comps Valuation Model,All Levels,1032,Udemy,50.0,60.0,Business Finance,,,Business Finance,0.28467262184906644,1.0145827826784877,0.0004128,0.25,0.0021861905629440696
The Advanced Forex Course for Smart Traders,All Levels,8236,Udemy,0.0,144.0,Business Finance,,,Business Finance,1.539846116417114,1.0788809304111084,0.0032944,0.0,0.005246857351065767
Cost Accounting Overheads (Professional Course Level),All Levels,2383,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.3675680456805541,1.0188292252865747,0.0009532,0.1,0.000218619056294407
Beginners Guide to Stock Market Investing,Beginner Level,3283,Udemy,0.0,109.0,Business Finance,,,Business Finance,0.7266129888432313,1.0372218418435941,0.0013132,0.0,0.003971579522681727
Financial Management Capital Market Instruments,Beginner Level,2650,Udemy,25.0,5.0,Business Finance,,,Business Finance,0.40509582528751,1.020751642169729,0.00106,0.125,0.0001821825469120058
NPV and IRR Techniques for CA / CFA / CPA Exams,Beginner Level,1551,Udemy,20.0,5.0,Business Finance,,,Business Finance,0.24162895930728515,1.0123778064062496,0.0006204,0.1,0.0001821825469120058
Commercial Credit Analysis,All Levels,545,Udemy,50.0,48.0,Business Finance,,,Business Finance,0.18600124343553057,1.0095281930989026,0.00021799999999999999,0.25,0.001748952450355256
Essential Finance For Managers,All Levels,663,Udemy,25.0,10.0,Business Finance,,,Business Finance,0.12047749447829335,1.0061716406313115,0.0002652,0.125,0.0003643650938240116
Bitcoin for Accountants,Beginner Level,3519,Udemy,0.0,102.0,Business Finance,,,Business Finance,0.7464126397718978,1.0382361087046896,0.0014076,0.0,0.0037165239570049187
ProTrader -  Advanced Technical Analysis,All Levels,825,Udemy,125.0,11.0,Business Finance,,,Business Finance,0.14675980177353626,1.0075179913027819,0.00033,0.625,0.00040080160320641277
Binary Options Masterclass,All Levels,70,Udemy,200.0,11.0,Business Finance,,,Business Finance,0.034459998484118834,1.001765265186834,2.8e-05,1.0,0.00040080160320641277
188% Profit in 1Year - Forex ALGO Robot Trading no indicator,All Levels,357,Udemy,120.0,71.0,Business Finance,,,Business Finance,0.20832023165687272,1.010671516797267,0.0001428,0.6,0.0025869921661504825
"Financial Accounting, its Cycle, Statements & Analysis",Beginner Level,853,Udemy,20.0,4.0,Business Finance,,,Business Finance,0.1356212287496214,1.0069474011676958,0.0003412,0.1,0.00014574603752960465
Yield Curve Dynamics,All Levels,397,Udemy,50.0,24.0,Business Finance,,,Business Finance,0.11151893365092089,1.0057127248957236,0.00015879999999999998,0.25,0.000874476225177628
Value Investing and Stock Market Fundamentals,Beginner Level,74,Udemy,195.0,8.0,Business Finance,,,Business Finance,0.02849639264052857,1.0014597705191965,2.9599999999999998e-05,0.975,0.0002914920750592093
Media Training for Financial Service Professionals,All Levels,1254,Udemy,20.0,2.0,Business Finance,,,Business Finance,0.19089417360923838,1.0097788407970225,0.0005015999999999999,0.1,7.287301876480233e-05
Learn the Forex Naked Price Action Pogo Trade,Intermediate Level,89,Udemy,60.0,4.0,Business Finance,,,Business Finance,0.02198275230840959,1.0011260995086437,3.56e-05,0.3,0.00014574603752960465
Forex - Price action Reversal Strategy,All Levels,38,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.01876931890746291,1.000961486555584,1.52e-05,0.1,0.000218619056294407
Budget preparation for an EU project proposal,Intermediate Level,18,Udemy,50.0,4.0,Business Finance,,,Business Finance,0.011422108555365039,1.000585114668601,7.2e-06,0.25,0.00014574603752960465
Corporate Finance and Alternative Investment for CFA L1,All Levels,103,Udemy,20.0,3.0,Business Finance,,,Business Finance,0.021878942203812337,1.0011207816800962,4.12e-05,0.1,0.0001093095281472035
Don't Let Your Customers Run Your Business,Intermediate Level,7,Udemy,50.0,3.0,Business Finance,,,Business Finance,0.007599761918005616,1.00038930922032,2.8e-06,0.25,0.0001093095281472035
Stock Trading: Insider Tips For Determining Market Direction,All Levels,104,Udemy,95.0,1.0,Business Finance,,,Business Finance,0.017655302539234682,1.0009044193936891,4.1599999999999995e-05,0.47500000000000003,3.643650938240116e-05
TopTrader Academy - Complete Options Course,All Levels,42,Udemy,150.0,1.0,Business Finance,,,Business Finance,0.00843333193798451,1.0004320100967503,1.68e-05,0.75,3.643650938240116e-05
Working Capital Management for Entrepreneurs,Expert Level,507,Udemy,20.0,5.0,Business Finance,,,Business Finance,0.08634287369913708,1.004423043406184,0.0002028,0.1,0.0001821825469120058
Learn Quickbooks to maintain books properly,Beginner Level,241,Udemy,20.0,5.0,Business Finance,,,Business Finance,0.04677764499054763,1.002396255132221,9.64e-05,0.1,0.0001821825469120058
CFA Level I Foundation: Introduction to Financial Reporting,Beginner Level,226,Udemy,50.0,5.0,Business Finance,,,Business Finance,0.04454652307089034,1.002281962560381,9.04e-05,0.25,0.0001821825469120058
"Fixed Income Valuation and Analysis, CFA L2",All Levels,50,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.02055421644318875,1.001052920613056,1.9999999999999998e-05,0.1,0.000218619056294407
Corporation Tax Returns UK,All Levels,100,Udemy,50.0,23.0,Business Finance,,,Business Finance,0.06515652907876227,1.003337741077693,3.9999999999999996e-05,0.25,0.0008380397157952268
Trading For Busy People,All Levels,99,Udemy,50.0,12.0,Business Finance,,,Business Finance,0.040959691425067016,1.002098221721323,3.96e-05,0.25,0.000437238112588814
Basics of Trading,Beginner Level,99,Udemy,40.0,17.0,Business Finance,,,Business Finance,0.05189064423978737,1.002658176199314,3.96e-05,0.2,0.0006194206595008198
CFP - Introduction to Financial Planning,Beginner Level,1192,Udemy,30.0,12.0,Business Finance,,,Business Finance,0.20353410863742893,1.010426340456066,0.0004768,0.15,0.000437238112588814
Investment Portfolio Analysis with Python,All Levels,209,Udemy,50.0,13.0,Business Finance,,,Business Finance,0.05950744273216462,1.003048358143748,8.36e-05,0.25,0.00047367462197121514
Day Trading Market Structure Signals,All Levels,5529,Udemy,0.0,90.0,Business Finance,,,Business Finance,1.019148690250647,1.052207422584074,0.0022115999999999998,0.0,0.0032792858444161046
Professional Bookkeeping and Accounting 3: Double Entry ,All Levels,81,Udemy,35.0,8.0,Business Finance,,,Business Finance,0.029537582869701977,1.001513107052722,3.24e-05,0.17500000000000002,0.0002914920750592093
"Accounting Basics by Hector Garcia, CPA",Beginner Level,1924,Udemy,0.0,120.0,Business Finance,,,Business Finance,0.5485214391146647,1.0280988346864683,0.0007696,0.0,0.004372381125888139
Stock Markets: How I Became Rich By Changing How I Trade,All Levels,646,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.10920412738423878,1.0055941454674997,0.0002584,0.1,0.000218619056294407
Learn About Bitcoin and Bitcoin Mining,Beginner Level,520,Udemy,20.0,10.0,Business Finance,,,Business Finance,0.09920746551089377,1.0050820514464365,0.000208,0.1,0.0003643650938240116
Take Control By Learning The Stock Market Now,Beginner Level,1440,Udemy,30.0,0.0,Business Finance,,,Business Finance,0.2141877042871008,1.0109720868966423,0.000576,0.15,0.0
Cost Accounting and Financial Management - A Complete Study,All Levels,452,Udemy,150.0,14.0,Business Finance,,,Business Finance,0.09783780839355695,1.0050118887031547,0.0001808,0.75,0.0005101111313536163
Learn Global Macro Trading & Investing for Retail Investor,All Levels,178,Udemy,75.0,16.0,Business Finance,,,Business Finance,0.06145502912037174,1.0031481261820734,7.12e-05,0.375,0.0005829841501184186
Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,All Levels,21,Udemy,50.0,2.0,Business Finance,,,Business Finance,0.00749595181340836,1.0003839913917725,8.4e-06,0.25,7.287301876480233e-05
high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,Intermediate Level,12,Udemy,100.0,4.0,Business Finance,,,Business Finance,0.01052965978750212,1.0005393976398649,4.8e-06,0.5,0.00014574603752960465
TRADER BOT: Introdução à Linguagem MQL5,All Levels,209,Udemy,20.0,33.0,Business Finance,,,Business Finance,0.10323125399104602,1.0052881760557126,8.36e-05,0.1,0.0012024048096192384
财务分析与估值建模入门,Beginner Level,505,Udemy,0.0,43.0,Business Finance,,,Business Finance,0.16912063216839077,1.0086634584293381,0.000202,0.0,0.00156676990344325
Aprende desde cero a operar el mercado de divisas FOREX,All Levels,16,Udemy,90.0,4.0,Business Finance,,,Business Finance,0.011124625632744066,1.0005698756590222,6.4e-06,0.45,0.00014574603752960465
Cómo usar Metatrader 4 para hacer trading?,All Levels,25,Udemy,20.0,1.0,Business Finance,,,Business Finance,0.005904727095706237,1.0003024785153316,9.999999999999999e-06,0.1,3.643650938240116e-05
Zoho Books Gestion Financière d'Entreprise pas à pas,All Levels,229,Udemy,0.0,0.0,Business Finance,,,Business Finance,0.034061794640101443,1.0017448665967577,9.159999999999999e-05,0.0,0.0
Aprende a llevar la contabilidad de forma informatizada,Beginner Level,6,Udemy,25.0,1.0,Business Finance,,,Business Finance,0.0030786393308069896,1.0001577079243342,2.4e-06,0.125,3.643650938240116e-05
Psicología del trading,All Levels,1,Udemy,20.0,1.0,Business Finance,,,Business Finance,0.0023349320242545563,1.0001196104003875,4e-07,0.1,3.643650938240116e-05
La costruzione del budget di una proposta comunitaria,Intermediate Level,10,Udemy,50.0,1.0,Business Finance,,,Business Finance,0.003673605176048936,1.0001881859434916,4e-06,0.25,3.643650938240116e-05
"Erfolgreich als Signalgeber/in, per Social- und Copytrading",All Levels,1,Udemy,60.0,1.0,Business Finance,,,Business Finance,0.0023349320242545563,1.0001196104003875,4e-07,0.3,3.643650938240116e-05
Aprenda  a Investir,All Levels,34,Udemy,20.0,4.0,Business Finance,,,Business Finance,0.013801971936332825,1.0007070267452303,1.3599999999999999e-05,0.1,0.00014574603752960465
Teeter-Totter Accounting,Beginner Level,0,Udemy,90.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.45,0.0
beginning accounting,Intermediate Level,0,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.1,0.0
Stop Creditors from Harassing you and Avoid Bankruptcy,Beginner Level,0,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.1,0.0
Learn to trade using technical analysis,Intermediate Level,0,Udemy,50.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.25,0.0
How to Invest Using ETFs from Former Wall Street Trader,All Levels,0,Udemy,200.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,1.0,0.0
Workshop on Banking Credit Analysis Process,All Levels,0,Udemy,100.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.5,0.0
The Cuckoo Strategy to get European Funding,All Levels,0,Udemy,160.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.8,0.0
Accounting - The 6 most important rules you must learn,All Levels,0,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.1,0.0
Mutual Funds for Investors in Retirement Accounts,All Levels,0,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.1,0.0
Free Ways to Create Passive Income Online,Beginner Level,0,Udemy,25.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.125,0.0
The Cash Flow Statement - An Introduction,Beginner Level,0,Udemy,50.0,0.0,Business Finance,,,Business Finance,0.0,1.0,0.0,0.25,0.0
"Options Foundation - Time Decay, Implied Volatility, Greeks",Beginner Level,459,Udemy,60.0,25.0,Business Finance,,,Business Finance,0.12292709481511513,1.0062971250882606,0.0001836,0.3,0.0009109127345600291
Buying Call and Put Options - Options beginner strategies,Intermediate Level,266,Udemy,60.0,20.0,Business Finance,,,Business Finance,0.08328903996747085,1.0042666061859278,0.0001064,0.3,0.0007287301876480232
How To Trade RSI Pullback Strategy: Entry To Exit (Forex),All Levels,104,Udemy,150.0,10.0,Business Finance,,,Business Finance,0.03733101760573131,1.0019123374540733,4.1599999999999995e-05,0.75,0.0003643650938240116
Valuation of Goodwill for CA / CFA / CMA Exams,All Levels,1509,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.22445086511752435,1.0114978327271065,0.0006035999999999999,0.1,0.0
Forex - Catch the Big Market Moves in Forex,Intermediate Level,212,Udemy,20.0,25.0,Business Finance,,,Business Finance,0.08618795387142493,1.004415107405295,8.48e-05,0.1,0.0009109127345600291
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,All Levels,462,Udemy,25.0,18.0,Business Finance,,,Business Finance,0.1080699852584381,1.005536047333441,0.0001848,0.125,0.0006558571688832209
Intermediate Accounting 1: Easy. Fast. Simple!,Intermediate Level,90,Udemy,200.0,12.0,Business Finance,,,Business Finance,0.039621018273272635,1.002029646178219,3.6e-05,1.0,0.000437238112588814
Global Macro Investing - Take Control Of The World's Markets,Intermediate Level,153,Udemy,30.0,41.0,Business Finance,,,Business Finance,0.11239125666121133,1.0057574109522958,6.12e-05,0.15,0.0014938968846784477
How to Read a Balance Sheet,Beginner Level,1055,Udemy,50.0,21.0,Business Finance,,,Business Finance,0.2028322435043889,1.0103903863603112,0.00042199999999999996,0.25,0.0007651666970304244
Credit Repair from a Financial Institution,All Levels,157,Udemy,20.0,13.0,Business Finance,,,Business Finance,0.05177288674401931,1.0026521438947027,6.28e-05,0.1,0.00047367462197121514
The Binary Institute -  Binary Options Trading Course,All Levels,103,Udemy,200.0,25.0,Business Finance,,,Business Finance,0.06997513458858187,1.0035845813832573,4.12e-05,1.0,0.0009109127345600291
Mental Models For Wall Street - Become A Better Trader,All Levels,1067,Udemy,0.0,50.0,Business Finance,,,Business Finance,0.26801666736549273,1.013729556390132,0.00042679999999999997,0.0,0.0018218254691200581
株式投資に向く性格に変えるための心理学を学ぶ,All Levels,58,Udemy,20.0,11.0,Business Finance,,,Business Finance,0.032675100948392995,1.001673831129362,2.3199999999999998e-05,0.1,0.00040080160320641277
Matemática Financeira com HP12C e MS Excel,Beginner Level,74,Udemy,20.0,17.0,Business Finance,,,Business Finance,0.0481721077070252,1.0024676885795807,2.9599999999999998e-05,0.1,0.0006194206595008198
¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,Beginner Level,338,Udemy,0.0,7.0,Business Finance,,,Business Finance,0.06557794786355296,1.003359328887983,0.0001352,0.0,0.00025505556567680815
Cómo Crear Políticas Contables bajo NIIF para PYMES,All Levels,27,Udemy,20.0,5.0,Business Finance,,,Business Finance,0.01494697227010349,1.0007656811073031,1.08e-05,0.1,0.0001821825469120058
Finanzas Personales para Vivir Libre de Deudas,Beginner Level,76,Udemy,75.0,13.0,Business Finance,,,Business Finance,0.03972482837786989,1.0020349640067665,3.04e-05,0.375,0.00047367462197121514
Finanzas personales: Logrando la Libertad Financiera,Beginner Level,27,Udemy,30.0,5.0,Business Finance,,,Business Finance,0.01494697227010349,1.0007656811073031,1.08e-05,0.15,0.0001821825469120058
株式投資で本当のテクニカル分析ができるようになる,Intermediate Level,68,Udemy,20.0,10.0,Business Finance,,,Business Finance,0.031976324998553796,1.0016380352816572,2.7199999999999997e-05,0.1,0.0003643650938240116
Aktiver Vermögensaufbau mit ETF,Beginner Level,112,Udemy,20.0,18.0,Business Finance,,,Business Finance,0.05601047379976777,1.0028692206571737,4.48e-05,0.1,0.0006558571688832209
Socorro! Preciso Organizar as Minhas Finanças!,All Levels,72,Udemy,20.0,17.0,Business Finance,,,Business Finance,0.04787462478440423,1.002452449570002,2.88e-05,0.1,0.0006194206595008198
Curso Completo de Opciones Binarias: Estrategias 90% Acierto,All Levels,335,Udemy,145.0,16.0,Business Finance,,,Business Finance,0.08480743854611815,1.0043443884339989,0.000134,0.725,0.0005829841501184186
Le basi del Trading,All Levels,22,Udemy,200.0,5.0,Business Finance,,,Business Finance,0.014203264963551055,1.0007275835833565,8.8e-06,1.0,0.0001821825469120058
【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,Beginner Level,41,Udemy,30.0,3.0,Business Finance,,,Business Finance,0.012656971602562163,1.0006483723831574,1.64e-05,0.15,0.0001093095281472035
Profit and Loss Account for bankers and credit analysts,Beginner Level,1,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.00014874146131048667,1.0000076195047893,4e-07,0.1,0.0
Business Accounts For Managers,Beginner Level,16,Udemy,30.0,0.0,Business Finance,,,Business Finance,0.0023798633809677867,1.0001219120766294,6.4e-06,0.15,0.0
Black Scholes Option Pricing Model,Beginner Level,3,Udemy,25.0,0.0,Business Finance,,,Business Finance,0.00044622438393146,1.000022858514368,1.2e-06,0.125,0.0
Chief Wealth Officer,Beginner Level,4,Udemy,45.0,0.0,Business Finance,,,Business Finance,0.0005949658452419467,1.0000304780191573,1.6e-06,0.225,0.0
Practical Accounts Training A,Intermediate Level,2,Udemy,35.0,0.0,Business Finance,,,Business Finance,0.00029748292262097334,1.0000152390095787,8e-07,0.17500000000000002,0.0
International Trade and New Geographic Economy,All Levels,12,Udemy,20.0,1.0,Business Finance,,,Business Finance,0.003971088098669909,1.0002034249530702,4.8e-06,0.1,3.643650938240116e-05
2. Principles of Simple Interest - advanced problems,Intermediate Level,10,Udemy,20.0,1.0,Business Finance,,,Business Finance,0.003673605176048936,1.0001881859434916,4e-06,0.1,3.643650938240116e-05
School of Raising Capital: Agile Financial Modeling,All Levels,12,Udemy,20.0,1.0,Business Finance,,,Business Finance,0.003971088098669909,1.0002034249530702,4.8e-06,0.1,3.643650938240116e-05
How to Read Financial Statements,Beginner Level,5,Udemy,20.0,2.0,Business Finance,,,Business Finance,0.0051160884324405725,1.000262079315143,2e-06,0.1,7.287301876480233e-05
"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",All Levels,1,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.00014874146131048667,1.0000076195047893,4e-07,0.1,0.0
Reach Your Personal Financial Goals the Easy Way (2017 UK),All Levels,2,Udemy,95.0,0.0,Business Finance,,,Business Finance,0.00029748292262097334,1.0000152390095787,8e-07,0.47500000000000003,0.0
Bitesize Bookkeeping for busy people,Beginner Level,9,Udemy,20.0,0.0,Business Finance,,,Business Finance,0.0013386731517943799,1.000068575543104,3.6e-06,0.1,0.0
Do Your Own Accounts,All Levels,42,Udemy,35.0,2.0,Business Finance,,,Business Finance,0.01061952250092858,1.0005440009923485,1.68e-05,0.17500000000000002,7.287301876480233e-05
CFA Level 1 - Derivatives,All Levels,110,Udemy,30.0,6.0,Business Finance,,,Business Finance,0.02947870412181795,1.0015100909004162,4.4e-05,0.15,0.000218619056294407
Accounting for everyone! ,Beginner Level,420,Udemy,35.0,2.0,Business Finance,,,Business Finance,0.06684379487629254,1.0034241738027172,0.000168,0.17500000000000002,7.287301876480233e-05
Stock Fundamental Analysis with Excel,All Levels,206,Udemy,50.0,13.0,Business Finance,,,Business Finance,0.05906121834823316,1.00302549962938,8.24e-05,0.25,0.00047367462197121514
Financial Accounting For Beginners,All Levels,164,Udemy,60.0,3.0,Business Finance,,,Business Finance,0.03095217134375202,1.0015855714722457,6.56e-05,0.3,0.0001093095281472035
Trading: How Transformative Learning Drives Expertise,All Levels,69,Udemy,30.0,2.0,Business Finance,,,Business Finance,0.01463554195631172,1.0007497276216606,2.76e-05,0.15,7.287301876480233e-05
Manual Bookkeeping,Intermediate Level,28,Udemy,20.0,2.0,Business Finance,,,Business Finance,0.008537142042581766,1.0004373279252978,1.12e-05,0.1,7.287301876480233e-05
Numeracy skills in business and everyday life:Think and Deal,Beginner Level,90,Udemy,20.0,4.0,Business Finance,,,Business Finance,0.022131493769720078,1.001133719013433,3.6e-05,0.1,0.00014574603752960465
Financial Modelling in Excel Step by Step,Intermediate Level,13,Udemy,20.0,2.0,Business Finance,,,Business Finance,0.0063060201229244665,1.0003230353534578,5.199999999999999e-06,0.1,7.287301876480233e-05
Straight From Business School: Create Financial Statements,Beginner Level,31,Udemy,20.0,2.0,Business Finance,,,Business Finance,0.008983366426513225,1.0004601864396658,1.24e-05,0.1,7.287301876480233e-05
How To Pay Less Tax (UK version),All Levels,13,Udemy,50.0,2.0,Business Finance,,,Business Finance,0.0063060201229244665,1.0003230353534578,5.199999999999999e-06,0.25,7.287301876480233e-05
Interpreting financial statements,All Levels,2119,Udemy,0.0,111.0,Business Finance,,,Business Finance,0.5578503090037131,1.0285767200600047,0.0008476,0.0,0.004044452541446529
Forex trading with binary options,All Levels,136,Udemy,25.0,28.0,Business Finance,,,Business Finance,0.08144217450066014,1.0041719977281,5.4399999999999994e-05,0.125,0.0010202222627072326
Triple P Trading Course,All Levels,797,Udemy,20.0,15.0,Business Finance,,,Business Finance,0.15133980310861891,1.0077526087510735,0.0003188,0.1,0.0005465476407360174
Cost Accounting - A Comprehensive Study,All Levels,503,Udemy,180.0,43.0,Business Finance,,,Business Finance,0.1688231492457698,1.0086482194197595,0.00020119999999999998,0.9,0.00156676990344325
How to become a successful day trader,All Levels,1150,Udemy,95.0,6.0,Business Finance,,,Business Finance,0.18416982388472408,1.0094343758813247,0.00045999999999999996,0.47500000000000003,0.000218619056294407
Essentials of Finance and Investment in 2 hours,Beginner Level,1403,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.22180141359627717,1.0113621105930264,0.0005612,0.1,0.000218619056294407
Public Speaking: You Can Give Great Financial Presentations,All Levels,916,Udemy,20.0,6.0,Business Finance,,,Business Finance,0.1493643219380702,1.0076514117606203,0.00036639999999999996,0.1,0.000218619056294407
