course_title,level,num_subscribers,platform,price,num_reviews,subject,course_rating,course_organization,category,engagement_score,rating,num_subscribers_scaled,price_scaled,num_reviews_scaled
Guitar Chords and Basic Strumming,Beginner Level,3,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.00044622438393146,1.000022858514368,1.2e-06,0.1,0.0
Getting Started on the Acoustic Guitar,Beginner Level,3,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.00044622438393146,1.000022858514368,1.2e-06,0.1,0.0
Learn Piano Online-In the Garden Piano Solo,Intermediate Level,1,Udemy,60.0,0.0,Musical Instruments,,,Musical Instruments,0.00014874146131048667,1.0000076195047893,4e-07,0.3,0.0
Saxophone Essentials: Beginners Course,Beginner Level,3,Udemy,40.0,0.0,Musical Instruments,,,Musical Instruments,0.00044622438393146,1.000022858514368,1.2e-06,0.2,0.0
Learn To Play The Guitar In A Day,Beginner Level,3,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.00263241494687553,1.0001348494099662,1.2e-06,0.1,3.643650938240116e-05
88 Logic - The Essential Guide To Learning Piano,Beginner Level,3,Udemy,25.0,0.0,Musical Instruments,,,Musical Instruments,0.00044622438393146,1.000022858514368,1.2e-06,0.125,0.0
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,Intermediate Level,164,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.02439359965491981,1.0012495987854508,6.56e-05,0.25,0.0
Instant Harmonica - play Dylan's Like a Rolling Stone now!,All Levels,28,Udemy,40.0,2.0,Musical Instruments,,,Musical Instruments,0.008537142042581766,1.0004373279252978,1.12e-05,0.2,7.287301876480233e-05
Advanced Oboe Studies - Become a Master Oboist!​,Expert Level,47,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.0069908486815928724,1.0003581167250988,1.88e-05,0.25,0.0
Instant Harmonica - play 'I just called to say I love you',All Levels,15,Udemy,40.0,0.0,Musical Instruments,,,Musical Instruments,0.0022311219196573,1.00011429257184,6e-06,0.2,0.0
Jazz piano improvisation: The girl form Ipanema. Bossa nova,All Levels,151,Udemy,30.0,1.0,Musical Instruments,,,Musical Instruments,0.024646151220827552,1.001262536118788,6.04e-05,0.15,3.643650938240116e-05
Drum Lessons For Beginners,Beginner Level,14,Udemy,95.0,1.0,Musical Instruments,,,Musical Instruments,0.004268571021290883,1.000218663962649,5.6e-06,0.47500000000000003,3.643650938240116e-05
Piano With Willie: Jazz Kids - Vol 3,Beginner Level,16,Udemy,40.0,1.0,Musical Instruments,,,Musical Instruments,0.004566053943911856,1.0002339029722276,6.4e-06,0.2,3.643650938240116e-05
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,All Levels,19,Udemy,35.0,1.0,Musical Instruments,,,Musical Instruments,0.005012278327843316,1.0002567614865956,7.6e-06,0.17500000000000002,3.643650938240116e-05
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",Intermediate Level,14,Udemy,30.0,1.0,Musical Instruments,,,Musical Instruments,0.004268571021290883,1.000218663962649,5.6e-06,0.15,3.643650938240116e-05
Guitar - Rock - Beginner with Marc Seal,All Levels,40,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.008135849015363536,1.0004167710871716,1.6e-05,0.1,3.643650938240116e-05
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",All Levels,41,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.006098399913729953,1.0003123996963628,1.64e-05,0.25,0.0
Bluegrass Guitar Essentials: Webisodes 11 & 12,All Levels,9,Udemy,30.0,1.0,Musical Instruments,,,Musical Instruments,0.00352486371473845,1.0001805664387022,3.6e-06,0.15,3.643650938240116e-05
Advanced Horn Studies - Learn to Master the French Horn!​,All Levels,46,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.006842107220282387,1.0003504972203094,1.84e-05,0.25,0.0
Learn To Play Guitar Complete Beginners Quick Start,Beginner Level,75,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.011155609598286499,1.0005714628592002,2.9999999999999997e-05,0.1,0.0
Piano With Willie: Jazz Kids - Vol 4,Intermediate Level,19,Udemy,40.0,0.0,Musical Instruments,,,Musical Instruments,0.002826087764899246,1.0001447705909974,7.6e-06,0.2,0.0
Instant Harmonica - play the old Popeye Spinach song now !,Beginner Level,22,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0032723121488307063,1.0001676291053654,8.8e-06,0.1,0.0
Piano With Willie: Jazz Kids - Vol 2,Beginner Level,17,Udemy,40.0,0.0,Musical Instruments,,,Musical Instruments,0.0025286048422782734,1.0001295315814187,6.799999999999999e-06,0.2,0.0
Practice guitar with no previous experience and become a pro,Beginner Level,26,Udemy,30.0,0.0,Musical Instruments,,,Musical Instruments,0.003867277994072653,1.0001981071245227,1.0399999999999999e-05,0.15,0.0
The Music Coach Online Spirit Drum Course,Beginner Level,2,Udemy,95.0,0.0,Musical Instruments,,,Musical Instruments,0.00029748292262097334,1.0000152390095787,8e-07,0.47500000000000003,0.0
Make Electronic Music with the iPad,Beginner Level,13,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0019336389970363264,1.0000990535622614,5.199999999999999e-06,0.1,0.0
Learn Loreena McKennitt Songs-Quicklessons Piano Course,All Levels,1,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.00014874146131048667,1.0000076195047893,4e-07,0.1,0.0
Guitar 201: Breakthroughs,Beginner Level,14,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.004268571021290883,1.000218663962649,5.6e-06,0.1,3.643650938240116e-05
Major Scales and Modes for Chromatic Harmonica,All Levels,6,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.0030786393308069896,1.0001577079243342,2.4e-06,0.1,3.643650938240116e-05
Play Guitar with Rhythm - 5 Easy Lessons,Beginner Level,31,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.004610985300625086,1.0002362046484694,1.24e-05,0.1,0.0
Coaching Bundle: Guitar for Music Educators: Part 1,All Levels,1,Udemy,135.0,1.0,Musical Instruments,,,Musical Instruments,0.0023349320242545563,1.0001196104003875,4e-07,0.675,3.643650938240116e-05
Coaching Bundle: Guitar for Music Educators: Part 2,All Levels,1,Udemy,135.0,1.0,Musical Instruments,,,Musical Instruments,0.0023349320242545563,1.0001196104003875,4e-07,0.675,3.643650938240116e-05
Ukulele 3:  Intermediate,Intermediate Level,1,Udemy,25.0,0.0,Musical Instruments,,,Musical Instruments,0.00014874146131048667,1.0000076195047893,4e-07,0.125,0.0
"Beginners Guitar Course - 'Try it and love it method""",Beginner Level,0,Udemy,25.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.125,0.0
Coaching Course: Rhythm Instruction for Music Educators P1,All Levels,0,Udemy,130.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.65,0.0
Learn Pirates of the Caribbean by Ear on the Piano,All Levels,0,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.1,0.0
Coaching Course: Rhythm Instruction for Music Educators P2,All Levels,0,Udemy,125.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.625,0.0
4 Week Rhythm Mastery,Beginner Level,0,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.1,0.0
Tune that Sour Note on Your Piano,All Levels,0,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.1,0.0
Learn Vikings Soundtracks on the Piano by Ear,All Levels,0,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.1,0.0
Learn to Play Piano Like a Pro - Easy Piano Course 1,Beginner Level,0,Udemy,35.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.17500000000000002,0.0
ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,Beginner Level,0,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.1,0.0
Instant Harmonica - play 12 bar blues Big Walter style now!,All Levels,31,Udemy,40.0,2.0,Musical Instruments,,,Musical Instruments,0.008983366426513225,1.0004601864396658,1.24e-05,0.2,7.287301876480233e-05
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,Intermediate Level,237,Udemy,20.0,12.0,Musical Instruments,,,Musical Instruments,0.06148601308591417,1.0031497133822511,9.48e-05,0.1,0.000437238112588814
Spice up your playing with some easy Flamenco techniques! ,Intermediate Level,120,Udemy,40.0,11.0,Musical Instruments,,,Musical Instruments,0.04189707154964317,1.0021462404263008,4.8e-05,0.2,0.00040080160320641277
Beginners Guide to Playing Guitar - Step-by-step System,Beginner Level,384,Udemy,85.0,25.0,Musical Instruments,,,Musical Instruments,0.11177148521682861,1.0057256622290605,0.0001536,0.425,0.0009109127345600291
Guitar Kick Start,Beginner Level,3160,Udemy,0.0,47.0,Musical Instruments,,,Musical Instruments,0.572773974199509,1.0293412072274155,0.001264,0.0,0.0017125159409728547
Instant Harmonica – play Beethoven’s Ode to Joy right now!,Beginner Level,455,Udemy,20.0,3.0,Musical Instruments,,,Musical Instruments,0.07423593658510363,1.0038028473659422,0.00018199999999999998,0.1,0.0001093095281472035
Funk Rhythm Guitar Techniques,All Levels,82,Udemy,35.0,6.0,Musical Instruments,,,Musical Instruments,0.025313943205124326,1.0012967447663148,3.28e-05,0.17500000000000002,0.000218619056294407
Flamenco Guitar,Beginner Level,136,Udemy,25.0,20.0,Musical Instruments,,,Musical Instruments,0.06395264999710759,1.0032760705633141,5.4399999999999994e-05,0.125,0.0007287301876480232
Learn to play the Bouzouki - Greek Bouzouki Lessons,All Levels,63,Udemy,50.0,13.0,Musical Instruments,,,Musical Instruments,0.03779118938083357,1.0019359104445051,2.52e-05,0.25,0.00047367462197121514
Guitar Looper Basic Training,All Levels,64,Udemy,45.0,13.0,Musical Instruments,,,Musical Instruments,0.03793993084214405,1.0019435299492945,2.56e-05,0.225,0.00047367462197121514
Piano With Willie: Jazz Kids - Vol 1,Beginner Level,28,Udemy,40.0,3.0,Musical Instruments,,,Musical Instruments,0.010723332605525835,1.000549318820896,1.12e-05,0.2,0.0001093095281472035
Instant Harmonica - play the Drunken Sailor sea shanty now! ,Beginner Level,27,Udemy,20.0,3.0,Musical Instruments,,,Musical Instruments,0.01057459114421535,1.0005416993161067,1.08e-05,0.1,0.0001093095281472035
Learn to Play Sweet Child of Mine,Intermediate Level,0,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0,1.0,0.0,0.1,0.0
Bluegrass Guitar Essentials: Webisodes 1 & 2,Intermediate Level,970,Udemy,0.0,14.0,Musical Instruments,,,Musical Instruments,0.17488588535238903,1.0089587921840302,0.000388,0.0,0.0005101111313536163
Learn Monster GODJ,Beginner Level,991,Udemy,0.0,29.0,Musical Instruments,,,Musical Instruments,0.2108023144840703,1.0107986652185796,0.0003964,0.0,0.0010566587720896338
What you can learn before Piano Lessons,Beginner Level,61,Udemy,0.0,1.0,Musical Instruments,,,Musical Instruments,0.011259419702883756,1.0005767806877477,2.44e-05,0.0,3.643650938240116e-05
Learn to Play Tabla - The Indian drums,Beginner Level,1,Udemy,0.0,0.0,Musical Instruments,,,Musical Instruments,0.00014874146131048667,1.0000076195047893,4e-07,0.0,0.0
Gitarre spielen wie die Profis,Beginner Level,1981,Udemy,20.0,28.0,Musical Instruments,,,Musical Instruments,0.355870170618508,1.018229984064423,0.0007924,0.1,0.0010202222627072326
Curso de piano 101 - Tocando partituras y acordes -,All Levels,245,Udemy,170.0,26.0,Musical Instruments,,,Musical Instruments,0.09328261265761505,1.0047785419589412,9.8e-05,0.85,0.0009473492439424303
Sintetizadores e Síntese Subtrativa,All Levels,38,Udemy,85.0,12.0,Musical Instruments,,,Musical Instruments,0.03188646228512733,1.0016334319291735,1.52e-05,0.425,0.000437238112588814
Spielend Klavier lernen mit Freude und Erfolg,Beginner Level,255,Udemy,100.0,30.0,Musical Instruments,,,Musical Instruments,0.10351478952249621,1.0053027005892274,0.000102,0.5,0.0010930952814720348
Curso de ejercicios técnicos al piano Vol.2,All Levels,62,Udemy,50.0,1.0,Musical Instruments,,,Musical Instruments,0.011408161164194242,1.000584400192537,2.48e-05,0.25,3.643650938240116e-05
Curso de ejercicios técnicos al piano Vol.1,All Levels,186,Udemy,60.0,9.0,Musical Instruments,,,Musical Instruments,0.04734162687024714,1.0024251459512004,7.439999999999999e-05,0.3,0.00032792858444161046
Aprende escalas y arpegios Vol.2 : Modo menor,All Levels,62,Udemy,50.0,1.0,Musical Instruments,,,Musical Instruments,0.011408161164194242,1.000584400192537,2.48e-05,0.25,3.643650938240116e-05
Instant Harmonica - play Blowing in the Wind + Popeye theme!,All Levels,13,Udemy,40.0,1.0,Musical Instruments,,,Musical Instruments,0.004119829559980396,1.0002110444578596,5.199999999999999e-06,0.2,3.643650938240116e-05
Instant Harmonica - play jazzy Autumn Leaves now (part one),Beginner Level,25,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.005904727095706237,1.0003024785153316,9.999999999999999e-06,0.1,3.643650938240116e-05
Trumpet Lessons For Beginners,Beginner Level,17,Udemy,95.0,3.0,Musical Instruments,,,Musical Instruments,0.009087176531110481,1.0004655042682133,6.799999999999999e-06,0.47500000000000003,0.0001093095281472035
Guitar - Rock - Beginner/Intermediate with Marc Seal,Beginner Level,36,Udemy,20.0,4.0,Musical Instruments,,,Musical Instruments,0.0140994548589538,1.000722265754809,1.44e-05,0.1,0.00014574603752960465
Learn to play in the Key of G on any Bluegrass Instrument,All Levels,349,Udemy,0.0,3.0,Musical Instruments,,,Musical Instruments,0.058469341686192056,1.0029951798582726,0.0001396,0.0,0.0001093095281472035
Beginner Guitar Method,Beginner Level,85,Udemy,200.0,2.0,Musical Instruments,,,Musical Instruments,0.017015405337279507,1.00087163969829,3.4e-05,1.0,7.287301876480233e-05
How to Play Dan Fogelberg Songs on Guitar,Intermediate Level,24,Udemy,25.0,1.0,Musical Instruments,,,Musical Instruments,0.005755985634395749,1.0002948590105423,9.6e-06,0.125,3.643650938240116e-05
Jews Harp - Advanced course,Expert Level,26,Udemy,30.0,1.0,Musical Instruments,,,Musical Instruments,0.006053468557016723,1.000310098020121,1.0399999999999999e-05,0.15,3.643650938240116e-05
Instant Harmonica - play jazzy Autumn Leaves now (part two),Beginner Level,19,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.005012278327843316,1.0002567614865956,7.6e-06,0.1,3.643650938240116e-05
Jazz Guitar Reharmonization for Autumn Leaves,All Levels,30,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.00664843440225867,1.0003405760392783,1.2e-05,0.1,3.643650938240116e-05
Tenor Saxophone Lessons For Beginners,Beginner Level,45,Udemy,95.0,5.0,Musical Instruments,,,Musical Instruments,0.01762431857369225,1.0009028321935112,1.8e-05,0.47500000000000003,0.0001821825469120058
Mike G's Beginner Drum Course: Part 2,All Levels,305,Udemy,40.0,0.0,Musical Instruments,,,Musical Instruments,0.04536614569969843,1.0023239489607472,0.000122,0.2,0.0
Instant Harmonica - play Summertime + Drunken Sailor now!,All Levels,26,Udemy,40.0,2.0,Musical Instruments,,,Musical Instruments,0.008239659119960791,1.0004220889157192,1.0399999999999999e-05,0.2,7.287301876480233e-05
Add Slide To Your Guitar Playing,All Levels,75,Udemy,20.0,2.0,Musical Instruments,,,Musical Instruments,0.015527990724174639,1.0007954446503966,2.9999999999999997e-05,0.1,7.287301876480233e-05
Piano With Willie: Piano Chords Vol. 2,Intermediate Level,32,Udemy,40.0,2.0,Musical Instruments,,,Musical Instruments,0.009132107887823713,1.0004678059444552,1.28e-05,0.2,7.287301876480233e-05
Classical Guitar Finger-Picking: Right Hand Arpeggios,All Levels,200,Udemy,195.0,11.0,Musical Instruments,,,Musical Instruments,0.0537963884544821,1.0027558008094475,7.999999999999999e-05,0.975,0.00040080160320641277
"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",Beginner Level,478,Udemy,30.0,3.0,Musical Instruments,,,Musical Instruments,0.07765699019524483,1.0039780959760969,0.00019119999999999999,0.15,0.0001093095281472035
Play tunes on harmonica and learn how to bend some notes,Beginner Level,73,Udemy,35.0,2.0,Musical Instruments,,,Musical Instruments,0.015230507801553664,1.000780205640818,2.9199999999999998e-05,0.17500000000000002,7.287301876480233e-05
Instant Harmonica - play Yesterday + Scarborough Fair today!,All Levels,33,Udemy,40.0,5.0,Musical Instruments,,,Musical Instruments,0.01583942103796641,1.0008113981360391,1.3199999999999999e-05,0.2,0.0001821825469120058
Violin lessons for beginners,Beginner Level,59,Udemy,20.0,6.0,Musical Instruments,,,Musical Instruments,0.02189288959498313,1.00112149615616,2.3599999999999998e-05,0.1,0.000218619056294407
Old-Time Banjo for the Absolute Beginner,Beginner Level,192,Udemy,25.0,21.0,Musical Instruments,,,Musical Instruments,0.0744683623934389,1.0038147537271151,7.68e-05,0.125,0.0007651666970304244
"Learn Guitar The Easy Way, It's Faster",Beginner Level,57,Udemy,25.0,2.0,Musical Instruments,,,Musical Instruments,0.01285064442058588,1.0006582935641886,2.28e-05,0.125,7.287301876480233e-05
Learn Oud 2,Intermediate Level,81,Udemy,20.0,11.0,Musical Instruments,,,Musical Instruments,0.03609615455853418,1.0018490797395168,3.24e-05,0.1,0.00040080160320641277
The Essentials of Acoustic Guitar Strumming Patterns,Beginner Level,2995,Udemy,0.0,51.0,Musical Instruments,,,Musical Instruments,0.5569763953350552,1.0285319525195682,0.0011979999999999998,0.0,0.0018582619785024593
Acoustic Guitar After The Basics,Intermediate Level,181,Udemy,45.0,17.0,Musical Instruments,,,Musical Instruments,0.06408744406724727,1.0032829755920396,7.24e-05,0.225,0.0006194206595008198
Bossa Nova - Guitar for Beginners,Beginner Level,589,Udemy,20.0,6.0,Musical Instruments,,,Musical Instruments,0.10072586408954105,1.0051598336945078,0.00023559999999999998,0.1,0.000218619056294407
Piano With Willie: Piano Chords Vol. 1,Beginner Level,48,Udemy,40.0,4.0,Musical Instruments,,,Musical Instruments,0.015884352394679637,1.000813699812281,1.92e-05,0.2,0.00014574603752960465
Instant Harmonica - play Summertime in 8 fun & easy lessons,Beginner Level,81,Udemy,40.0,7.0,Musical Instruments,,,Musical Instruments,0.027351392306757906,1.0014011161571237,3.24e-05,0.2,0.00025505556567680815
Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,All Levels,225,Udemy,50.0,19.0,Musical Instruments,,,Musical Instruments,0.07500444949079682,1.0038422155939668,8.999999999999999e-05,0.25,0.0006922936782656221
Play Autumn Leaves' falling notes on piano with no reading!,Intermediate Level,438,Udemy,30.0,10.0,Musical Instruments,,,Musical Instruments,0.08701066568343385,1.004457252053711,0.0001752,0.15,0.0003643650938240116
Learn Basics of South Indian Carnatic Flute - Level 2,Beginner Level,152,Udemy,180.0,21.0,Musical Instruments,,,Musical Instruments,0.06851870394101944,1.0035099735355417,6.08e-05,0.9,0.0007651666970304244
A Year's Worth of Piano Lessons in One Weekend,Beginner Level,244,Udemy,20.0,25.0,Musical Instruments,,,Musical Instruments,0.09094768063336049,1.0046589315585535,9.76e-05,0.1,0.0009109127345600291
Bones of the Blues - learn 4 cool tunes to expert level now!,All Levels,248,Udemy,200.0,9.0,Musical Instruments,,,Musical Instruments,0.05656359747149732,1.0028975552481392,9.92e-05,1.0,0.00032792858444161046
GUITAR #1: Beginner Basics and Beyond,Beginner Level,111,Udemy,20.0,12.0,Musical Instruments,,,Musical Instruments,0.04274458896079286,1.002189655778795,4.4399999999999995e-05,0.1,0.000437238112588814
Pure Modal Magic: The Complete Guitar Modes Solution,All Levels,52,Udemy,50.0,3.0,Musical Instruments,,,Musical Instruments,0.014293127676977515,1.00073218693584,2.0799999999999997e-05,0.25,0.0001093095281472035
Aprende diferentes ritmos con la guitarra rítmica,All Levels,10,Udemy,20.0,1.0,Musical Instruments,,,Musical Instruments,0.003673605176048936,1.0001881859434916,4e-06,0.1,3.643650938240116e-05
Aprender a tocar la batería sin salir de casa,All Levels,10,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.0014874146131048664,1.0000761950478934,4e-06,0.25,0.0
Aprende a tocar el bajo eléctrico ,All Levels,9,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.0013386731517943799,1.000068575543104,3.6e-06,0.25,0.0
Aprende todos los secretos de la salsa para piano,All Levels,7,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.0010411902291734066,1.0000533365335253,2.8e-06,0.25,0.0
Aprende a tocar ritmos latinos en el teclado,All Levels,7,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.0010411902291734066,1.0000533365335253,2.8e-06,0.25,0.0
Ukulele lernen für Papas mit Aram sam sam,Beginner Level,1,Udemy,55.0,0.0,Musical Instruments,,,Musical Instruments,0.00014874146131048667,1.0000076195047893,4e-07,0.275,0.0
Aprende a tocar la trompeta,All Levels,6,Udemy,50.0,2.0,Musical Instruments,,,Musical Instruments,0.00526482989375106,1.0002696988199324,2.4e-06,0.25,7.287301876480233e-05
Curso de guitarra para principiantes.,Beginner Level,4,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0005949658452419467,1.0000304780191573,1.6e-06,0.1,0.0
Aprende a tocar Jazz y Ritmos Latinos en la guitarra,All Levels,6,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.00089244876786292,1.000045717028736,2.4e-06,0.25,0.0
こどもギターレッスン　リトルギタリストⅢ（完結編）,Beginner Level,3,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.00044622438393146,1.000022858514368,1.2e-06,0.1,0.0
Aprende a tocar la flauta dulce de forma sencilla y gradual,All Levels,5,Udemy,50.0,0.0,Musical Instruments,,,Musical Instruments,0.0007437073065524332,1.0000380975239467,2e-06,0.25,0.0
"Aprende a tocar jazz, salsa y blues en el piano",All Levels,5,Udemy,20.0,0.0,Musical Instruments,,,Musical Instruments,0.0007437073065524332,1.0000380975239467,2e-06,0.1,0.0
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,All Levels,43285,Udemy,75.0,525.0,Web Development,,,Web Development,7.586024198370052,1.3886054849954368,0.017314,0.375,0.01912916742576061
Learning Dynamic Website Design - PHP MySQL and JavaScript,All Levels,47886,Udemy,50.0,285.0,Web Development,,,Web Development,7.745697926753024,1.3967850115875913,0.0191544,0.25,0.010384405173984331
ChatBots: Messenger ChatBot with API.AI and Node.JS,All Levels,2577,Udemy,50.0,529.0,Web Development,,,Web Development,1.5398015535945369,1.0788786476135814,0.0010308,0.25,0.019274913463290216
Projects in HTML5,Intermediate Level,8777,Udemy,60.0,206.0,Web Development,,,Web Development,1.7558590618886198,1.0899465180292291,0.0035107999999999997,0.3,0.00750592093277464
Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,Beginner Level,23764,Udemy,20.0,490.0,Web Development,,,Web Development,4.605925462425,1.2359454506568905,0.0095056,0.1,0.01785388959737657
How To Make A Wordpress Website 2017 | Divi Theme Tutorial,Beginner Level,3541,Udemy,40.0,202.0,Web Development,,,Web Development,0.9683040082151352,1.049602827369878,0.0014164,0.2,0.007360174895245035
Build Your Own Backend REST API using Django REST Framework,Intermediate Level,2669,Udemy,50.0,112.0,Web Development,,,Web Development,0.6418443032874246,1.032879438589737,0.0010676,0.25,0.00408088905082893
Angular and Firebase - Build a Web App with Typescript,All Levels,1966,Udemy,150.0,359.0,Web Development,,,Web Development,1.0772681250333378,1.055184677935598,0.0007863999999999999,0.75,0.013080706868282017
Web Development Masterclass - Complete Certificate Course,All Levels,4090,Udemy,200.0,178.0,Web Development,,,Web Development,0.9974944969639348,1.0510981540048654,0.0016359999999999999,1.0,0.006485698670067407
Spring Boot Tutorial For Beginners,Beginner Level,2578,Udemy,40.0,210.0,Web Development,,,Web Development,0.8425555054766892,1.0431611714225344,0.0010312,0.2,0.007651666970304245
The Complete Bootstrap Masterclass Course - Build 4 Projects,All Levels,24978,Udemy,195.0,540.0,Web Development,,,Web Development,4.895807124603134,1.2507950742510547,0.009991199999999999,0.975,0.019675715066496628
Scaling Docker on AWS,All Levels,3133,Udemy,25.0,351.0,Web Development,,,Web Development,1.2333598858791233,1.0631807128599662,0.0012531999999999999,0.125,0.012789214793222809
Learn JavaScript for beginners,Beginner Level,15276,Udemy,200.0,167.0,Web Development,,,Web Development,2.637268386990654,1.135098034726786,0.006110399999999999,1.0,0.006084897066860994
HTML Tutorial: HTML & CSS for Beginners,All Levels,12458,Udemy,20.0,253.0,Web Development,,,Web Development,2.4061273374308927,1.1232574872518881,0.0049832,0.1,0.009218436873747494
Learn by Doing: Vue JS 2.0 the Right Way,Intermediate Level,1087,Udemy,95.0,220.0,Web Development,,,Web Development,0.6426438922921943,1.0329203987376183,0.0004348,0.47500000000000003,0.008016032064128256
Learn Complete Web Development From Scratch,All Levels,14074,Udemy,40.0,106.0,Web Development,,,Web Development,2.3251235261558607,1.119107945338513,0.005629599999999999,0.2,0.003862269994534523
Introduction to Web Development: HTML,Beginner Level,26800,Udemy,20.0,333.0,Web Development,,,Web Development,4.7142726205814185,1.241495696588389,0.01072,0.1,0.012133357624339588
Web Site for Beginners - Learn Web Building like knitting,Beginner Level,9425,Udemy,20.0,147.0,Web Development,,,Web Development,1.7232582856041148,1.0882764942924223,0.00377,0.1,0.0053561668792129705
How To Make A Wordpress Website 2017 - Divi Theme Tutorial,Beginner Level,2780,Udemy,40.0,94.0,Web Development,,,Web Development,0.6190031753598955,1.031709367500585,0.001112,0.2,0.0034250318819457094
Web Programming with Python,All Levels,35267,Udemy,50.0,217.0,Web Development,,,Web Development,5.720068468195796,1.2930190997502933,0.0141068,0.25,0.007906722535981053
PHP Login and Registration System - Email Confirm Activation,All Levels,2607,Udemy,100.0,317.0,Web Development,,,Web Development,1.0807913980897088,1.0553651628904361,0.0010428,0.5,0.011550373474221168
PSD to Responsive HTML5: Beginner to Advanced,All Levels,1502,Udemy,40.0,218.0,Web Development,,,Web Development,0.6999992176101583,1.0358585114339958,0.0006008,0.2,0.007943159045363454
Ultimate Web Developer Course Build 10 Websites from Scratch,Beginner Level,9359,Udemy,200.0,110.0,Web Development,,,Web Development,1.6325522983286922,1.0836299438391916,0.0037435999999999997,1.0,0.004008016032064128
Rapid Website Design with Bootstrap,Beginner Level,14842,Udemy,200.0,131.0,Web Development,,,Web Development,2.494011732515916,1.1277594974066782,0.0059368,1.0,0.004773182729094552
Build Enterprise Applications with Angular 2 (and Angular 4),Intermediate Level,6082,Udemy,190.0,848.0,Web Development,,,Web Development,2.7585351650669514,1.1413101075960368,0.0024327999999999997,0.9500000000000001,0.030898159956276185
Angular 4 (2+) Crash Course for Beginners,Beginner Level,12366,Udemy,120.0,506.0,Web Development,,,Web Development,2.945549335415177,1.150890189397622,0.0049464,0.6,0.01843687374749499
Accelerated JavaScript Training,All Levels,4720,Udemy,110.0,1017.0,Web Development,,,Web Development,2.9254154998996156,1.1498588034290638,0.001888,0.55,0.03705593004190198
"Beginner API development in Node, Express, ES6, & MongoDB",Beginner Level,7057,Udemy,165.0,655.0,Web Development,,,Web Development,2.4816233111964703,1.1271248819151793,0.0028228,0.8250000000000001,0.02386591364547276
React JS and Redux - Mastering Web Apps,All Levels,16829,Udemy,60.0,820.0,Web Development,,,Web Development,4.295846314008317,1.2200611804902692,0.0067316,0.3,0.029877937693568953
Web Development w/ Google’s Go (golang) Programming Language,Intermediate Level,4872,Udemy,65.0,662.0,Web Development,,,Web Development,2.171926552173665,1.11126020021967,0.0019487999999999999,0.325,0.02412096921114957
